Order,MS SubClass,Lot Frontage,Lot Area,Street,Utilities,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Year Remod/Add,Exterior 1st,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Garage Type,Garage Cars,Garage Area,Mo Sold,Yr Sold,SalePrice
2526,20,,20781,Pave,AllPub,CulDSac,NWAmes,PosN,1Fam,1Story,2003,BrkFace,2156,0,2156,0,2,0,Attchd,2,508,6,2006,262500
2527,60,90,11700,Pave,AllPub,Corner,NWAmes,Norm,1Fam,2Story,1968,HdBoard,708,708,1416,0,2,1,Attchd,2,776,5,2006,179900
2528,60,,11029,Pave,AllPub,Corner,NWAmes,PosA,1Fam,2Story,1984,HdBoard,1512,1142,2654,1,2,1,Attchd,2,619,8,2006,250000
2529,60,80,10400,Pave,AllPub,Inside,NWAmes,Norm,1Fam,2Story,1972,VinylSd,1012,778,1790,1,1,2,Attchd,2,484,11,2006,165150
2530,20,78,10140,Pave,AllPub,Inside,NWAmes,RRAn,1Fam,1Story,1967,HdBoard,1334,0,1334,1,2,0,Attchd,2,477,4,2006,164500
2531,20,80,9600,Pave,AllPub,Inside,NWAmes,Norm,1Fam,1Story,1969,HdBoard,1164,0,1164,0,1,1,Attchd,2,528,7,2006,140000
2532,80,75,9750,Pave,AllPub,Inside,NAmes,Norm,1Fam,SLvl,1967,VinylSd,980,0,980,0,2,0,Attchd,1,384,10,2006,135500
2533,20,80,9600,Pave,AllPub,Corner,NAmes,Feedr,1Fam,1Story,1968,MetalSd,1051,0,1051,1,1,0,Attchd,2,504,7,2006,142000
2534,60,72,8640,Pave,AllPub,Inside,NAmes,Feedr,1Fam,2Story,1968,HdBoard,884,886,1770,1,1,1,Attchd,2,530,6,2006,155000
2535,20,78,9360,Pave,AllPub,Inside,NAmes,Feedr,1Fam,1Story,2004,HdBoard,976,0,976,1,1,0,Attchd,2,504,8,2006,157500
2536,20,70,8400,Pave,AllPub,Inside,NAmes,Feedr,1Fam,1Story,1968,HdBoard,1052,0,1052,1,1,1,Attchd,1,288,11,2006,138500
2537,85,70,8400,Pave,AllPub,Inside,NAmes,Feedr,1Fam,SFoyer,1968,HdBoard,898,0,898,1,1,0,Attchd,1,326,8,2006,140000
2538,20,,9759,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1966,Plywood,1051,0,1051,1,1,0,Attchd,1,264,3,2006,124400
2539,80,80,9600,Pave,AllPub,Inside,NAmes,Norm,1Fam,SLvl,1967,MetalSd,1141,0,1141,1,1,0,Attchd,1,568,7,2006,158000
2540,20,71,9230,Pave,AllPub,Corner,NAmes,Feedr,1Fam,1Story,1998,MetalSd,1200,0,1200,1,1,1,Detchd,2,884,10,2006,146000
2541,60,,14803,Pave,AllPub,CulDSac,NWAmes,Norm,1Fam,2Story,1971,HdBoard,1097,896,1993,0,2,1,Attchd,2,495,6,2006,190000
2542,20,,10659,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1961,Wd Sdng,1050,0,1050,1,1,0,Attchd,1,368,1,2006,136500
2543,20,70,9100,Pave,AllPub,Corner,NAmes,Feedr,1Fam,1Story,1958,VinylSd,864,0,864,1,1,0,Detchd,2,624,7,2006,129900
2544,90,70,8393,Pave,AllPub,Corner,NAmes,Norm,Duplex,1Story,2005,MetalSd,1712,0,1712,0,2,0,Attchd,2,588,6,2006,145000
2545,190,80,8800,Pave,AllPub,Inside,NAmes,RRAn,2fmCon,1Story,2000,BrkFace,1565,0,1565,1,2,0,Attchd,1,299,6,2006,185900
2546,20,80,8800,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1964,HdBoard,1251,0,1251,1,1,0,Attchd,1,461,3,2006,160000
2547,20,,10368,Pave,AllPub,CulDSac,NAmes,Norm,1Fam,1Story,1964,HdBoard,1488,0,1488,1,1,1,Attchd,2,430,4,2006,167000
2548,60,85,9350,Pave,AllPub,Inside,NAmes,Norm,1Fam,2Story,1964,HdBoard,720,720,1440,0,1,1,Attchd,2,480,7,2006,157500
2549,190,75,10382,Pave,AllPub,Inside,NAmes,Norm,2fmCon,SLvl,1958,HdBoard,1095,0,1095,1,1,0,Attchd,1,264,3,2006,140000
2550,20,69,8973,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1991,Plywood,1053,0,1053,0,1,1,2Types,2,750,7,2006,150000
2551,20,80,10800,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1960,Wd Sdng,1248,0,1248,1,1,0,Attchd,1,286,5,2006,151500
2552,30,60,8550,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1950,MetalSd,816,0,816,1,1,0,Attchd,1,240,7,2006,129800
2553,20,,11425,Pave,AllPub,Corner,NAmes,Norm,1Fam,1Story,1954,BrkFace,1008,0,1008,0,1,0,Attchd,1,275,7,2006,137000
2554,20,68,9724,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1950,BrkFace,1043,0,1043,0,1,0,Detchd,1,273,5,2006,137000
2555,50,51,4712,Pave,AllPub,Inside,BrkSide,Feedr,1Fam,1.5Fin,1950,MetalSd,774,456,1230,1,1,1,Detchd,1,305,8,2006,121600
2556,30,51,5900,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1Story,1958,Wd Sdng,869,0,869,0,1,0,NA,0,0,8,2006,85500
2557,30,52,5825,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1Story,1953,MetalSd,747,0,747,0,1,0,Detchd,2,528,6,2006,79900
2558,50,92,7438,Pave,AllPub,Inside,BrkSide,RRAn,1Fam,1.5Fin,1991,AsbShng,936,316,1252,0,1,0,Attchd,2,576,6,2006,127000
2559,20,80,9600,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1990,WdShing,1433,0,1433,1,1,0,Attchd,2,441,6,2006,161000
2560,20,89,10858,Pave,AllPub,Corner,NAmes,Feedr,1Fam,1Story,1952,Wd Sdng,1624,0,1624,1,1,0,Attchd,1,240,7,2006,146500
2561,20,80,9600,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1951,HdBoard,1216,0,1216,1,1,0,Attchd,1,280,5,2006,135000
2562,20,89,10680,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1951,Wd Sdng,2136,0,2136,0,2,0,Detchd,2,528,10,2006,137900
2563,50,79,9490,Pave,AllPub,Inside,NAmes,Artery,1Fam,1.5Fin,1950,Wd Sdng,958,620,1578,1,1,0,Attchd,1,240,8,2006,133000
2564,60,79,9462,Pave,AllPub,Inside,NAmes,Norm,1Fam,2Story,1973,Wd Sdng,1024,704,1728,0,1,1,Attchd,1,234,7,2006,137000
2565,20,82,9888,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1975,MetalSd,936,0,936,0,1,0,Attchd,1,240,3,2006,121000
2566,90,,8917,Pave,AllPub,Inside,NAmes,Norm,Duplex,1Story,1967,Plywood,1584,0,1584,0,2,0,Detchd,2,506,10,2006,119000
2567,80,,12700,Pave,AllPub,Inside,NAmes,Norm,1Fam,SLvl,1964,HdBoard,1246,0,1246,1,1,0,Attchd,2,441,11,2006,172000
2568,20,85,8500,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1961,HdBoard,1235,0,1235,0,1,0,Attchd,2,480,12,2006,98600
2569,60,88,14200,Pave,AllPub,Corner,NAmes,Norm,1Fam,2Story,1966,MetalSd,1216,941,2157,0,2,1,Attchd,2,487,5,2006,226000
2570,20,75,9000,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1954,Wd Sdng,1128,0,1128,0,1,0,Attchd,1,286,6,2006,118000
2571,75,174,25419,Pave,AllPub,Corner,NAmes,Artery,1Fam,2Story,1990,Stucco,1360,1360,3112,1,2,0,Detchd,2,795,3,2006,235000
2572,20,109,9723,Pave,AllPub,Corner,NAmes,Norm,1Fam,1Story,1963,MetalSd,1008,0,1008,0,1,0,Attchd,2,430,10,2006,135000
2573,90,70,7728,Pave,AllPub,Inside,NAmes,Norm,Duplex,SLvl,1962,Wd Sdng,1190,0,1190,1,1,0,Attchd,2,540,5,2006,132500
2574,80,70,8163,Pave,AllPub,Inside,NAmes,Norm,1Fam,SLvl,1959,HdBoard,1144,0,1144,1,1,0,Attchd,1,796,3,2006,143000
2575,20,70,8400,Pave,AllPub,Corner,NAmes,Feedr,1Fam,1Story,1957,BrkFace,1364,0,1364,0,1,1,Attchd,1,331,3,2006,132000
2576,20,80,11600,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1960,Wd Sdng,1383,0,1383,0,1,1,Attchd,1,292,4,2006,145250
2577,20,,9610,Pave,AllPub,Corner,NAmes,Feedr,1Fam,1Story,1958,Wd Sdng,1336,0,1336,0,1,1,Attchd,2,488,12,2006,162000
2578,80,125,10000,Pave,AllPub,Corner,NAmes,Norm,1Fam,SLvl,1956,Wd Sdng,1370,0,1370,1,1,0,Basment,1,300,2,2006,148000
2579,20,69,14850,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1957,Wd Sdng,1092,0,1092,1,1,0,Attchd,1,299,5,2006,141000
2580,20,72,10152,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1994,Wd Sdng,1124,0,1124,1,1,0,Attchd,1,353,5,2006,153000
2581,20,72,10011,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1996,HdBoard,1236,0,1236,0,1,0,Attchd,1,447,5,2006,134450
2582,90,,7032,Pave,AllPub,Corner,NAmes,Norm,Duplex,SFoyer,1979,MetalSd,943,0,943,1,1,0,Detchd,2,600,12,2006,135960
2583,20,70,8092,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,2000,Wd Sdng,1050,0,1050,1,1,0,Attchd,1,286,6,2006,156000
2584,20,75,11310,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1954,Wd Sdng,1375,0,1375,0,1,0,Attchd,2,451,6,2006,140000
2585,20,66,12778,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,2003,MetalSd,1008,0,1008,1,1,0,Attchd,1,280,1,2006,139500
2586,20,75,10170,Pave,AllPub,Corner,NAmes,Norm,1Fam,1Story,1951,Wd Sdng,1575,0,1575,0,1,1,Attchd,2,400,6,2006,155000
2587,80,55,7700,Pave,AllPub,Inside,NAmes,Norm,1Fam,SLvl,1956,VinylSd,1145,0,1145,0,1,0,Detchd,2,684,9,2006,127000
2588,20,65,11050,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1956,Wd Sdng,1005,0,1005,0,1,0,Attchd,1,319,7,2006,133500
2589,20,80,13600,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1955,HdBoard,1056,0,1056,1,1,1,Attchd,1,300,11,2006,125000
2590,20,85,15428,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1991,MetalSd,884,0,884,1,1,0,Attchd,1,270,6,2006,142000
2591,30,118,21299,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1963,BrkFace,2039,0,2039,1,1,1,2Types,3,791,12,2006,167000
2592,20,70,13300,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,2001,Wd Sdng,1384,0,1384,1,1,0,Attchd,2,896,6,2006,159000
2593,190,94,22136,Pave,AllPub,Inside,OldTown,Artery,2fmCon,1.5Fin,1975,MetalSd,1392,1248,2640,2,2,1,Attchd,3,1008,7,2006,180000
2594,50,50,7500,Pave,AllPub,Inside,NAmes,Norm,1Fam,1.5Fin,1950,VinylSd,900,412,1312,0,1,1,Detchd,2,649,10,2006,127000
2595,50,50,7000,Pave,AllPub,Corner,OldTown,Artery,1Fam,1.5Fin,1950,MetalSd,865,445,1310,0,2,0,Attchd,1,398,5,2006,112000
2596,30,60,10410,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,2001,VinylSd,713,0,713,0,1,0,Detchd,1,371,10,2006,99800
2597,20,90,5400,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,2000,MetalSd,833,0,833,0,1,0,Detchd,1,326,8,2006,117000
2598,30,60,5400,Pave,AllPub,Corner,OldTown,Norm,1Fam,1Story,1968,MetalSd,1073,0,1073,0,1,0,Detchd,1,326,12,2006,108480
2599,30,60,10914,Pave,AllPub,Inside,NAmes,Artery,1Fam,1Story,1950,Wd Sdng,715,0,715,0,1,0,Detchd,2,660,8,2006,68000
2600,50,60,7008,Pave,AllPub,Corner,OldTown,Norm,1Fam,1.5Fin,1998,MetalSd,448,272,720,0,1,0,Attchd,1,280,3,2006,86900
2601,30,60,10800,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1950,Stucco,1130,0,1130,1,1,0,Detchd,2,720,6,2006,120000
2602,70,60,7200,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1950,MetalSd,774,821,1595,0,2,0,Detchd,2,528,4,2006,155500
2603,50,60,10818,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,1950,VinylSd,981,779,1760,0,1,1,Detchd,2,648,2,2006,80000
2604,50,60,10410,Pave,AllPub,Corner,OldTown,Artery,1Fam,1.5Fin,1950,Wd Sdng,694,520,1214,0,1,0,Detchd,3,936,1,2006,105000
2605,190,60,10800,Pave,AllPub,Corner,OldTown,Norm,2fmCon,1.5Fin,1970,Wd Sdng,1766,648,2414,0,2,0,Attchd,2,520,5,2006,160000
2606,50,60,10800,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,1989,Wd Sdng,1096,370,1466,0,2,0,Attchd,2,566,4,2006,170000
2607,20,84,8658,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1965,Wd Sdng,1324,0,1324,0,2,0,Attchd,2,440,12,2006,160000
2608,80,85,13400,Pave,AllPub,Inside,NAmes,Norm,1Fam,SLvl,1966,VinylSd,1086,0,1086,1,1,0,Attchd,2,484,6,2006,159950
2609,80,83,10184,Pave,AllPub,Inside,NAmes,Norm,1Fam,SLvl,1963,HdBoard,1146,0,1146,0,1,0,Attchd,1,294,6,2006,165000
2610,50,77,9786,Pave,AllPub,Inside,NAmes,Norm,1Fam,1.5Fin,1981,Wd Sdng,1085,649,1734,0,1,1,Attchd,2,440,6,2006,159000
2611,20,77,9510,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1985,HdBoard,1207,0,1207,0,1,1,Attchd,1,264,5,2006,147000
2612,20,66,7800,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1964,Wd Sdng,912,0,912,0,1,0,Attchd,1,288,11,2006,115000
2613,20,79,8910,Pave,AllPub,Corner,NAmes,Norm,1Fam,1Story,1959,BrkFace,1194,0,1194,0,1,0,BuiltIn,2,539,7,2006,159500
2614,20,60,7332,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1959,WdShing,864,0,864,1,1,0,Attchd,1,288,10,2006,120000
2615,20,73,7100,Pave,AllPub,Corner,NAmes,Norm,1Fam,1Story,1957,WdShing,816,0,816,1,1,0,Detchd,1,308,7,2006,129900
2616,20,80,10800,Pave,AllPub,Inside,NAmes,PosA,1Fam,1Story,1992,HdBoard,1773,0,1773,1,2,0,Attchd,2,418,8,2006,183000
2617,20,86,11650,Pave,AllPub,Corner,NAmes,PosA,1Fam,1Story,1959,Plywood,1472,0,1472,0,2,0,Attchd,2,484,6,2006,157500
2618,60,,18275,Pave,AllPub,Inside,NAmes,Norm,1Fam,2Story,1998,Plywood,1900,548,2448,1,3,0,Attchd,2,441,9,2006,277500
2619,20,47,16321,Pave,AllPub,CulDSac,NAmes,Norm,1Fam,1Story,1997,MetalSd,1600,0,1600,1,1,0,Attchd,1,319,12,2006,207500
2620,50,60,12144,Pave,AllPub,Inside,NAmes,Norm,1Fam,1.5Fin,1950,BrkComm,910,611,1521,0,1,1,Detchd,1,597,9,2006,147500
2621,50,60,10800,Pave,AllPub,Inside,NAmes,Norm,1Fam,1.5Fin,1950,AsbShng,720,472,1192,0,1,1,NA,0,0,12,2006,135000
2622,20,60,7200,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1950,Wd Sdng,1040,0,1040,0,1,0,Detchd,2,625,6,2006,109500
2623,20,60,7200,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1950,BrkFace,1040,0,1040,0,1,0,Detchd,2,420,7,2006,109900
2624,20,70,7560,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1959,BrkFace,1040,0,1040,0,1,0,Attchd,1,286,7,2006,133700
2625,90,60,8544,Pave,AllPub,Corner,NAmes,Norm,Duplex,1Story,1950,BrkFace,1040,0,1040,0,2,0,Detchd,2,400,12,2006,81400
2626,90,,8544,Pave,AllPub,Inside,NAmes,Norm,Duplex,1Story,1950,Stucco,1040,0,1040,0,2,0,Detchd,2,400,5,2006,87500
2627,90,60,8544,Pave,AllPub,Inside,NAmes,Norm,Duplex,1Story,1950,Stucco,1040,0,1040,0,2,0,Detchd,2,400,7,2006,93500
2628,90,75,8512,Pave,AllPub,Corner,NAmes,Norm,Duplex,1Story,1960,BrkFace,1556,0,1556,0,2,0,NA,0,0,9,2006,119000
2629,20,70,7945,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1959,BrkFace,1150,0,1150,1,1,0,Attchd,1,300,5,2006,141000
2630,20,70,7000,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1961,BrkFace,1150,0,1150,0,1,0,Attchd,1,288,7,2006,146000
2631,60,69,7590,Pave,AllPub,Inside,NAmes,PosN,1Fam,2Story,1966,VinylSd,660,688,1348,0,1,1,Attchd,2,453,7,2006,155000
2632,85,69,10205,Pave,AllPub,Inside,NAmes,Norm,1Fam,SFoyer,1962,MetalSd,999,0,999,1,1,0,Attchd,1,300,5,2006,134500
2633,20,74,7400,Pave,AllPub,Corner,NAmes,Artery,1Fam,1Story,1962,Wd Sdng,1045,0,1045,1,1,0,Detchd,2,528,3,2006,120000
2634,20,70,7000,Pave,AllPub,Inside,NAmes,Artery,1Fam,1Story,1962,Wd Sdng,864,0,864,0,1,0,Attchd,1,336,2,2006,105000
2635,190,70,7000,Pave,AllPub,Inside,NAmes,Artery,2fmCon,SFoyer,1962,MetalSd,1025,0,1025,1,1,0,NA,0,0,3,2006,124000
2636,70,62,9856,Pave,AllPub,Corner,OldTown,Norm,1Fam,2Story,2005,CemntBd,1007,1007,2014,0,2,0,Detchd,2,624,6,2006,169000
2637,70,57,9906,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1950,MetalSd,810,518,1328,0,1,0,Detchd,1,210,9,2006,107000
2638,50,60,9600,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,1950,MetalSd,1226,442,1668,1,1,0,Detchd,1,240,5,2006,135000
2639,50,60,5520,Pave,AllPub,Corner,OldTown,Norm,1Fam,1.5Fin,1980,Wd Sdng,1147,510,1657,0,1,0,Detchd,1,162,7,2006,111500
2640,50,60,9600,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,2004,Wd Sdng,940,476,1416,0,1,0,Detchd,2,400,6,2006,156500
2641,70,60,9600,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1990,Wd Sdng,832,809,1641,0,1,1,Detchd,2,546,8,2006,178000
2642,70,58,6451,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1970,AsbShng,848,580,1428,1,1,0,Detchd,2,576,5,2006,139900
2643,70,66,3960,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1950,Wd Sdng,502,502,1004,0,1,0,Detchd,1,200,7,2006,105000
2644,30,70,5684,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,2005,Wd Sdng,813,0,813,0,1,0,Detchd,1,270,6,2006,110000
2645,190,56,7745,Pave,AllPub,Inside,OldTown,Norm,2fmCon,1.5Fin,1950,MetalSd,1084,867,1951,0,2,0,Detchd,2,576,4,2006,111500
2646,30,56,7741,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1950,MetalSd,1032,0,1032,0,1,0,Detchd,1,280,6,2006,108000
2647,30,50,5633,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1950,MetalSd,844,0,844,0,1,0,Detchd,1,216,7,2006,111500
2648,70,50,9000,Pave,AllPub,Corner,OldTown,Artery,1Fam,2Story,1991,VinylSd,1089,661,1750,0,1,0,Detchd,1,240,6,2006,124000
2649,20,60,7200,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1950,MetalSd,864,0,864,0,1,0,Detchd,1,528,8,2006,105000
2650,50,40,4400,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,1950,Stucco,734,384,1118,0,1,0,Detchd,2,440,10,2006,116000
2651,70,42,7614,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1950,MetalSd,714,662,1376,0,1,0,Detchd,1,216,3,2006,96900
2652,190,50,6000,Pave,AllPub,Inside,OldTown,Norm,2fmCon,1Story,1955,Wd Sdng,960,0,960,1,1,0,Detchd,2,576,6,2006,135500
2653,50,50,6000,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,1950,MetalSd,816,750,1566,0,1,1,Detchd,2,450,8,2006,139000
2654,30,52,7830,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1950,AsbShng,492,0,492,1,1,0,Detchd,1,200,6,2006,61500
2655,50,56,9576,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,1950,VinylSd,885,297,1182,0,1,1,Detchd,1,378,5,2006,120000
2656,20,49,5820,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,2005,VinylSd,1163,0,1163,1,1,0,Attchd,1,220,7,2006,126175
2657,30,48,5747,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1950,Wd Sdng,840,0,840,0,1,0,Detchd,1,250,6,2006,64000
2658,190,69,9142,Pave,AllPub,Inside,OldTown,Norm,2fmCon,2Story,1950,AsbShng,908,1020,1928,0,2,0,Detchd,1,440,4,2006,137000
2659,70,60,9600,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1950,AsbShng,1095,679,1774,1,2,0,2Types,3,779,5,2006,87000
2660,75,60,10800,Pave,AllPub,Inside,OldTown,Norm,1Fam,2.5Unf,1970,Wd Sdng,880,888,1768,0,1,1,Detchd,2,320,10,2006,163000
2661,75,70,6300,Pave,AllPub,Corner,OldTown,Norm,1Fam,2.5Unf,2005,Wd Sdng,1226,878,2104,0,2,0,Detchd,2,432,7,2006,155000
2662,50,63,5000,Pave,AllPub,Corner,OldTown,Norm,1Fam,1.5Fin,1950,Wd Sdng,889,551,1440,0,1,0,Attchd,1,352,4,2006,79000
2663,75,65,8850,Pave,AllPub,Corner,OldTown,Norm,1Fam,2.5Unf,1950,MetalSd,815,875,1690,0,1,0,Detchd,1,225,7,2006,144000
2664,70,60,3600,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1993,VinylSd,684,684,1368,0,1,0,Detchd,1,216,10,2006,114504
2665,70,60,7200,Pave,AllPub,Corner,OldTown,Norm,1Fam,2Story,1950,Wd Sdng,998,764,1762,1,1,1,Detchd,2,576,10,2006,157000
2666,30,84,11340,Pave,AllPub,Corner,OldTown,Norm,1Fam,1Story,1950,Wd Sdng,1200,0,1200,0,1,0,Detchd,1,312,3,2006,125000
2667,75,90,22950,Pave,AllPub,Inside,OldTown,Artery,1Fam,2.5Fin,1993,Wd Sdng,1518,1518,3608,0,2,1,Detchd,3,840,6,2006,475000
2668,90,33,5976,Pave,AllPub,Inside,OldTown,Norm,Duplex,2Story,1950,Wd Sdng,624,624,1248,0,2,0,NA,0,0,12,2006,93500
2669,20,65,9750,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1958,HdBoard,960,0,960,0,1,0,Detchd,2,624,7,2006,125000
2670,50,63,4761,Pave,AllPub,Corner,IDOTRR,Norm,1Fam,1.5Unf,1950,Wd Sdng,1020,0,1020,0,1,0,NA,0,0,10,2006,64500
2671,30,,7446,Pave,AllPub,Corner,BrkSide,Feedr,1Fam,1Story,1950,WdShing,788,0,788,0,1,0,NA,0,0,4,2006,100000
2672,50,65,6435,Pave,AllPub,Inside,BrkSide,RRAn,1Fam,1.5Fin,1950,MetalSd,972,605,1577,0,1,0,Detchd,1,312,10,2006,140200
2673,70,69,11737,Pave,AllPub,Inside,BrkSide,Norm,1Fam,2Story,1996,BrkComm,1017,810,1827,0,1,0,Detchd,1,240,5,2006,202500
2674,50,50,5000,Pave,AllPub,Corner,BrkSide,Feedr,1Fam,1.5Fin,1950,CemntBd,1004,660,1664,0,2,0,Detchd,2,420,10,2006,159000
2675,190,65,7800,Pave,AllPub,Inside,OldTown,Artery,2fmCon,1.5Fin,1950,MetalSd,793,325,1118,1,1,0,Detchd,2,410,5,2006,119900
2676,50,52,6240,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1950,Wd Sdng,816,0,1176,0,1,0,Detchd,2,528,9,2006,114500
2677,50,,6240,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1950,MetalSd,896,448,1344,0,1,0,Detchd,1,240,4,2006,115000
2678,50,51,6120,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1950,AsbShng,728,434,1162,1,1,0,Detchd,1,258,11,2006,75000
2679,30,51,6120,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1Story,1950,MetalSd,1015,0,1015,0,1,0,Detchd,1,450,7,2006,88000
2680,50,52,6240,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1950,AsbShng,672,240,912,0,1,0,NA,0,0,7,2006,80500
2681,50,52,6240,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1950,MetalSd,1042,534,1576,0,1,0,Detchd,1,225,8,2006,149000
2682,50,51,6120,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1984,MetalSd,741,583,1324,0,1,0,Detchd,1,180,2,2006,110000
2683,30,50,6000,Pave,AllPub,Inside,OldTown,Artery,1Fam,1Story,1980,MetalSd,1103,0,1103,0,1,0,Detchd,2,440,7,2006,110500
2684,30,50,6000,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1Story,1950,Wd Sdng,616,0,616,0,1,0,Detchd,1,205,6,2006,89000
2685,45,58,6380,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Unf,1950,MetalSd,1048,0,1048,0,1,0,Detchd,1,280,8,2006,113000
2686,30,50,11672,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1Story,1950,MetalSd,816,0,816,0,1,0,Detchd,1,210,7,2006,109000
2687,50,90,33120,Pave,AllPub,Inside,OldTown,RRAn,1Fam,1.5Fin,1962,BrkFace,1611,875,2486,0,2,0,Detchd,2,576,10,2006,220000
2688,190,60,9873,Pave,AllPub,Inside,BrkSide,RRAn,2fmCon,1Story,1970,HdBoard,960,0,960,1,1,0,Detchd,2,576,5,2006,129000
2689,50,59,5310,Pave,AllPub,Corner,OldTown,Feedr,1Fam,1.5Fin,2003,VinylSd,1001,634,1635,0,1,0,Attchd,1,255,6,2006,117000
2690,30,153,4118,Pave,AllPub,Corner,OldTown,Feedr,1Fam,1Story,1950,Wd Sdng,693,0,693,0,1,0,NA,0,0,3,2006,52500
2691,50,60,10320,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,1.5Fin,1950,MetalSd,834,596,1430,0,2,0,Detchd,2,370,10,2006,107000
2692,70,60,7518,Pave,AllPub,FR3,IDOTRR,Norm,1Fam,2Story,2004,AsbShng,665,665,1330,0,1,0,Detchd,1,390,7,2006,116500
2693,30,50,9000,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,1Story,1950,Wd Sdng,819,0,819,0,1,0,NA,0,0,9,2006,72000
